"Raf"	"Mek"	"PLCg"	"PIP2"	"PIP3"	"Erk"	"Akt"	"PKA"	"PKC"	"p38"	"JNK"	"experiment"
27.1	7.84	57.8	276	44.9	30.2	53.3	519	13.3	32.2	77.7	8
25.9	16.1	13.6	16.1	15.7	29.4	44.9	599	3.49	32.8	41	8
76.4	50.5	5.99	13.5	15	36.5	63.8	509	12.7	19.3	34.3	8
23.5	7.99	22.7	34.3	11.4	153	276	2017	5.67	35.5	39.6	8
20.5	8.43	20.9	23.3	8.66	33.4	54.2	311	9.56	21.1	25.5	8
30	17	29.4	31.9	5.05	13.8	23.7	267	14.2	30.5	27.1	8
27.6	9.65	5.62	10.4	8.35	38.9	73.7	1286	10.6	19.5	37.5	8
13.8	12.3	24.8	20.7	7.3	39.2	57.8	426	13.7	26.7	35.5	8
16.3	20.9	51.9	66.1	37.9	7.17	18.8	626	16.3	43.3	31.1	8
76.4	70.4	21.1	25.7	5.33	38.5	62.1	483	15.4	16.3	44.1	8
21.7	22.5	21.9	29.7	7.57	37.5	69.8	723	7.57	17.3	18.6	8
22.3	7.7	38.9	75	8.2	2.33	18.8	422	42.2	61.5	73	8
14.5	40	12.7	143	34	62.1	109	1144	9.56	24.8	40.3	8
61	42.6	18.1	27.9	4.66	10.3	16.5	337	37.5	73	119	8
30.8	23.1	74.3	410	65.5	77	163	1219	16.1	20.7	39.6	8
1	5	8.9	184	19.1	7.57	27.6	588	1.43	98.2	7.7	8
27.4	15.3	19.5	29.2	9.39	64.9	87.4	764	6.85	34.3	20.5	8
13.1	16.7	57.3	379	56.7	84.3	181	1486	10.4	25.3	30.8	8
20.7	7.77	23.1	55.7	12.9	93.9	176	1512	34.3	38.9	64.9	8
7.91	12.7	9.91	22.3	7.64	32.8	48.3	302	8.51	21.7	39.6	8
10.9	18.4	18.3	10.6	5.52	40.7	60.4	343	8.51	20.5	34.6	8
15.1	10.7	10.1	78.4	9.91	19.3	38.2	692	389	542	110	8
17.3	12.6	24.6	30	6.98	16.3	26.2	372	18.6	32.2	38.9	8
175	43.3	29.4	41.4	16.8	1.96	10.1	213	5.09	4.66	4.22	8
41.8	39.6	12	126	11.1	7.37	24.4	528	17.8	33.7	57.3	8
41.8	16.1	28.6	25	8.82	18.4	31.3	483	11.5	38.2	76.4	8
16.7	12.7	14.7	77.7	13.2	5.99	42.6	441	8.66	25.9	44.1	8
79.9	167	14.7	22.7	7.43	13.6	27.9	588	10.6	9.56	16.8	8
16.8	16.5	25	20.9	7.91	53.3	85.8	813	20.7	40.7	19.8	8
15.1	11.8	55.7	129	26.4	31.9	48.7	352	10.4	13.5	22.7	8
7.43	10.6	13.1	93.1	10.9	42.9	57.3	365	6.26	20.7	38.9	8
13.9	8.66	14.7	31.6	6.67	93.1	196	2414	10	22.3	24.4	8
17.3	16.1	13.2	14.7	5.62	12.9	30.8	621	20	42.2	76.4	8
25.9	17.2	17.8	13.9	4.07	25.5	27.9	382	11.3	23.7	47.8	8
7.37	14.1	34.3	32.8	9.31	23.7	40.3	610	30.5	60.4	114	8
20.4	16	54.2	86.6	42.9	99.1	170	1963	12.1	20.9	29.2	8
14.3	15.8	32.5	32.2	18.3	6.67	16.5	1000	11.1	17.8	36.8	8
19.1	13.2	24.4	147	14.6	66.7	93.1	757	12.6	43.7	82.8	8
94.7	50.9	26.4	48.7	13.5	64.9	117	2595	19.5	40.7	62.6	8
12.5	9.06	14.2	179	23.7	13	30	400	22.5	42.9	59.9	8
11.7	5.23	24.4	42.6	9.82	42.6	59.4	533	3.65	16.8	44.9	8
10.3	18.3	23.9	27.4	1.22	24.4	38.2	710	18.8	15	41	8
12.1	25	5.94	449	45.3	93.9	153	1568	4.29	47	6.49	8
21.3	13.8	45.3	422	49.6	167	279	2890	16.3	28.6	35.2	8
51.9	32.2	11.1	175	8.35	73	131	1263	13.9	31.9	32.8	8
26.2	12.4	21.1	24.4	4.96	114	244	1946	1.25	18.6	4.78	8
13.7	11.3	27.6	30.2	4.41	12.5	19.6	505	10.6	19.6	48.7	8
14.5	9.65	5.67	302	20.9	34	55.7	311	13.1	28.6	37.9	8
8.9	20	23.5	21.7	2.89	1.1	13.9	178	15.7	22.3	39.6	8
25.3	7.57	22.3	29.2	11	22.7	31.9	267	15.5	29.2	61	8
34	22.5	93.9	667	73.7	22.9	38.9	433	34.6	54.7	37.5	8
6.79	5.57	47.8	176	57.8	27.4	45.7	352	17	20	22.1	8
52.3	31.3	21.9	139	17.5	21.5	33.7	433	16.1	25	29.7	8
30	17.9	18.1	17.2	2.86	18.3	36.5	445	11.5	22.9	41.4	8
21.3	22.7	8.35	149	16.1	23.7	38.9	289	20.5	38.5	49.6	8
11.8	8.35	22.3	24.8	4.83	13.6	13.8	328	5.78	26.9	30	8
47.4	19.3	22.7	30.8	6.92	30	45.3	562	7.23	31.9	49.1	8
37.9	12.3	18.4	33.1	13.2	5.38	12.2	588	11.4	22.1	6.92	8
64.4	44.1	21.7	25.7	4.61	86.6	126	359	9.39	22.5	39.6	8
28.9	13.1	8.74	58.8	5	8.2	54.7	1094	38.5	113	142	8
95.6	49.6	23.1	30.5	6.55	22.3	37.5	491	5.52	11.8	33.4	8
29.4	47	9.47	196	27.9	33.4	52.3	426	44.9	88.2	161	8
98.2	71.7	18.3	23.1	7.5	28.4	49.1	422	11	22.5	37.9	8
145	133	40.7	389	73	29.2	34	389	10.4	16	49.6	8
72.3	49.6	27.6	19.6	8.74	43.3	98.2	2187	1	8.13	40.3	8
13.6	11.5	80.6	538	70.4	16.8	30.8	757	13.1	26.7	66.1	8
15.5	5.09	10	142	18.4	22.5	34.6	437	15.5	32.8	67.9	8
20.2	25.7	12.7	155	18.6	6.67	48.7	453	11.9	24.4	37.5	8
79.9	48.3	20.9	19.6	2.86	28.9	24.6	457	17.2	24.4	104	8
2.97	6.98	15.5	103	10.6	34.3	50.9	382	10.9	19.8	30.2	8
16.1	18.6	28.4	143	13.3	47.8	69.2	445	56.7	149	337	8
20	19.3	14.5	28.4	10.3	24.1	53.8	284	9.82	31.3	52.3	8
25.9	18.8	6.61	20.7	8.43	14.5	33.4	594	6.32	12.2	1	8
21.5	10.6	3.22	2.44	7.43	29.7	43.3	372	6.49	14.9	23.1	8
14.9	14.7	24.6	34.3	12.5	13.3	17.6	604	13.9	14.1	41	8
8.58	10.7	98.2	204	58.3	22.9	42.2	343	20.7	52.3	11.2	8
10.5	15.5	13.5	19.6	1.68	17.6	42.6	667	12.5	33.4	73.7	8
72.3	62.6	21.7	27.4	15.4	24.1	35.5	281	15	12.2	41	8
25.7	24.8	20.4	20.4	2.89	6.79	33.1	588	59.9	160	316	8
12.3	9.65	15.7	30.5	4.57	58.8	86.6	1554	17.2	36.2	31.1	8
22.9	35.5	16.5	14.9	5.28	53.3	86.6	567	10.4	33.1	24.6	8
12.5	13.2	10.3	23.9	5.05	86.6	131	1999	11.2	16.7	55.2	8
44.5	17.9	37.9	64.4	27.4	75.7	147	1065	12.3	19.6	21.5	8
16.1	26.2	20.2	18.8	5.94	23.5	36.2	379	26.7	40.7	67.9	8
12	6.15	17.3	44.1	8.82	59.9	93.1	604	15	31.1	49.1	8
15.8	11.7	19.3	17.8	7.7	47.4	117	2690	45.3	67.3	13.8	8
14.9	9.56	21.3	29.7	16.1	67.3	113	1241	33.7	58.8	164	8
24.8	34	13.3	18.4	6.92	27.1	46.1	858	10.7	34.3	39.6	8
14.2	13.2	11.9	100	5.19	37.9	57.8	757	11.8	19.1	40.3	8
62.1	47	15.4	22.7	5.78	36.2	49.6	461	12.2	19.6	37.5	8
10.5	6.98	23.5	35.5	5.23	32.2	53.8	851	14.1	20.2	78.4	8
24.1	1	13	403	84.3	20.5	21.5	255	1.63	84.3	1.36	9
19.3	1.01	19.3	112	37.2	64.9	61	276	2.37	137	1.2	9
3.43	1.96	9.22	183	22.9	10.5	15.8	632	19.5	36.2	1.12	9
16.4	1.01	48.7	385	113	9.39	23.9	704	8.9	15.8	1.14	9
29.4	1	15.5	30	17.5	8.43	18.4	340	18.4	61	6.1	9
36.8	1	30.8	225	85.1	13.1	13.7	248	1.14	414	2.05	9
19.3	1.01	22.3	239	38.2	26.2	26.2	337	1	3.11	1.09	9
42.2	6.49	22.5	21.9	16	15.5	19.6	241	1	82.8	1.24	9
54.2	4.83	58.8	55.7	19.1	124	181	3191	1	1	1	9
20	1	3.79	5.23	15.3	30	33.4	276	1	173	2.04	9
20.4	1	37.9	355	82.8	12.6	19.3	271	1	626	2.11	9
136	1	41.4	57.8	15.5	13.2	17.9	305	1	8.66	1	9
17.5	1.21	27.4	271	86.6	49.1	46.1	791	1.07	1	3.62	9
29.2	2.13	22.9	25.5	3.43	13	17.2	292	1	1.63	1.21	9
16.4	1.01	32.8	35.2	6.26	10.2	16.8	233	1	25.5	6.98	9
7.5	1.01	23.7	146	55.7	142	179	2839	1	59.9	2.69	9
28.9	1.27	33.1	14.2	62.1	79.9	95.6	1540	1	396	1.63	9
20.2	1.01	15.3	257	31.3	1	3.05	8.58	1.3	1	3.72	9
138	1.01	52.3	178	58.3	23.5	23.9	385	1	3.49	2.69	9
77	5.83	15	15.1	13.5	8.28	13.7	239	1	1.01	2.33	9
41.8	1.01	1	6.32	1.75	7.91	8.35	308	1	1.01	1.6	9
31.6	1.01	13.7	77	26.2	12.6	13.9	316	1	1	2.09	9
1	1	48.7	202	62.1	5.83	16.7	461	1	5.52	2.44	9
22.9	1	21.7	138	39.2	24.6	28.1	349	1.84	1	4.29	9
11.1	1.01	17.6	365	46.6	17.5	24.1	267	1	1.01	1.03	9
17	1.01	23.1	26.9	21.5	2.53	11.8	305	1.53	37.2	2.33	9
20	1	2.74	4.7	23.7	47.8	65.5	1446	1	27.6	1.5	9
57.3	1.01	71	204	130	5.88	9.73	403	7.17	21.5	5.42	9
20.5	1.01	8.74	27.6	22.5	7.1	10.4	257	1	1.75	1	9
30.5	1.25	40	34.3	13.5	20.5	22.7	334	1	246	1.51	9
28.4	1.01	35.9	231	73	7.91	20.7	343	1	1	2.19	9
42.6	1.13	3.43	89.8	9.91	79.9	84.3	1094	1	1.01	1	9
43.3	1	8.51	22.5	1	13.8	23.3	578	1	1.01	1.49	9
5.62	1.11	41.4	34.9	7.43	34.6	41.4	538	1	1	1.21	9
71	1	10.7	14.2	29.4	2.17	11.2	346	1	13.2	3.37	9
42.9	2.13	21.3	33.1	20.4	7.37	11.8	352	1	2.62	1.37	9
12.4	1.07	9.31	22.3	13.1	11.7	22.5	274	1	34.6	2.19	9
5.94	1	37.5	10.9	53.3	129	151	2227	4.29	36.5	2.81	9
16.8	1.22	52.8	457	101	6.49	15.1	349	1	1.32	1.55	9
39.6	1	33.7	621	142	2.94	15.7	562	1	11.2	2.53	9
22.9	1.42	14.9	34.6	30.5	24.1	33.7	433	1	113	1	9
25.5	1.01	24.4	26.7	46.1	20.7	26.4	302	1	7.84	1	9
15.7	1.01	41	49.1	25.9	40	56.7	890	3.19	11.7	1.64	9
21.3	1.01	2.11	11.8	9.82	16.1	25.9	426	1	6.32	1.47	9
40.3	1.03	23.9	62.6	20.9	9.22	19.8	334	1	1.01	1.96	9
36.5	1.21	28.9	30	11.4	5.09	22.5	235	1	1	1	9
27.9	1.01	18.3	233	74.3	11.5	12.7	250	2.37	1370	2.86	9
1	1.58	101	453	129	6.04	15.3	355	1.24	1	1	9
27.4	4.29	16.8	44.9	16	1.73	11.2	271	1.24	28.1	1.86	9
25.7	1.32	79.9	500	164	8.43	12.2	340	1	15.1	1	9
31.9	1.01	42.6	313	168	19.5	16.1	308	10.7	403	1.04	9
82	1.33	9.31	213	15.8	14.2	19.5	257	1	82.8	1.26	9
170	1	20.2	138	13.7	14.1	11.7	352	1	1	1.41	9
62.1	1	31.9	32.5	11.9	145	237	2813	1.07	1	1.19	9
16.3	1.2	29.7	119	37.9	12.5	11.3	235	1.21	93.1	1.93	9
26.4	1.01	4.18	1.91	939	24.1	28.4	337	1	1	1.79	9
40.3	2.11	18.4	115	25	12.1	19.3	281	2.92	38.5	4.49	9
21.3	1.01	20.9	48.7	21.3	24.6	24.4	372	1	1.83	1	9
52.3	1.01	16.5	29.7	23.1	8.9	17.3	343	1	7.1	2.27	9
20	1.01	25.3	27.9	1	10.2	15.1	239	1	3.52	1.01	9
29.2	1.01	15.4	41.8	24.4	11.3	27.9	429	1	71	1.27	9
29.7	1	26.9	26.9	31.1	26.7	34.9	308	1	44.5	1	9
30.5	1	17.8	188	48.3	12.6	12.6	311	1	422	1.57	9
76.4	1.36	8.43	4.83	1	10.8	17.6	355	1	4.07	1.01	9
40	1.01	6.79	9.47	3.62	13.1	11.8	389	1	1.55	1.54	9
44.1	1.01	28.1	22.5	10.6	21.1	37.2	445	1	8.98	1.88	9
37.2	1	11.5	18.8	25.3	34	35.2	319	1.06	1	2.39	9
70.4	1	9.65	18.9	23.9	10.1	14.7	244	1.01	1.51	1.01	9
37.9	1.01	7.17	21.1	20.2	1.5	10.3	615	1	1.01	1.5	9
33.7	1.15	32.5	496	103	17.6	25.3	334	1.21	8.98	4.83	9
61.5	1.01	34.3	457	73	25.7	26.4	365	1.08	1	1.86	9
34.9	1.01	117	882	255	41	75.7	1459	1.81	86.6	1.17	9
23.5	1.58	18.1	15.3	3.4	71	108	2091	1	2.5	1	9
25.3	1.03	10.9	40	16.7	75.7	68.5	316	1	1	1	9
39.2	1.68	22.1	191	30.8	4.96	17.5	396	1	1.86	1.31	9
38.9	1.2	8.74	19.5	15.1	79.1	97.3	1499	4.18	42.9	3.92	9
1	1.07	10.7	122	30.5	68.5	79.9	1094	1	16.1	3.11	9
32.2	1.01	20.4	89	31.9	5.09	25.3	403	1	5.62	3.52	9
35.9	1.01	7.43	17.5	19.5	13	16.8	368	1	11.1	1.83	9
52.3	1.01	7.99	16.3	9.39	18.8	33.4	519	7.3	76.4	4.78	9
14.7	1.01	23.3	33.4	23.7	19.1	20.4	294	1	126	1.15	9
31.6	1.01	34.6	40.3	34.6	16.8	21.9	422	1.21	154	1.33	9
35.5	1.01	14.7	20	11.7	7.84	10.7	257	1	1.43	1.95	9
34.3	1.01	36.2	45.3	34	6.32	9.31	244	1	1	2.69	9
41.8	1	71.7	410	202	12.1	30	1655	1	173	1.73	9
24.1	1.01	27.9	27.4	32.2	58.8	71.7	1322	1	2.41	2.11	9
71	1.38	24.1	150	46.1	13.7	17.2	276	1	1	1.73	9
86.6	1.01	41.4	279	66.7	51.9	69.2	851	1	1.09	1.47	9
143	1.01	16.1	122	26.7	15.1	43.3	1134	1	3.46	1	9
8.28	1	13.9	137	30.5	10	10.8	302	2.23	1	2.44	9
29.4	1.04	10.6	35.2	22.5	12	20.5	352	1	1	1	9
40.3	1.06	24.6	26.2	18.3	6.15	10.5	259	1	4.18	2.29	9
38.5	1.24	24.4	50.9	42.9	27.4	24.6	213	11.1	1197	14.3	9
38.5	2.07	15.8	22.3	20.9	5.67	20.5	615	7.99	172	6.98	9
26.4	1	93.9	820	195	84.3	92.2	1382	15.3	777	24.1	9
37.9	1.01	18.6	18.4	2.37	12.1	15.8	257	1.1	132	2.37	9
27.9	1.01	20.5	20.2	9.31	19.6	28.1	292	1.27	12	1.79	9
31.9	1	21.9	14.1	10.8	3.59	15	426	2.64	108	1.3	9
227	1.01	5.57	15.4	3.75	8.98	11.1	385	1	161	1.37	9
34	1.01	11.1	154	28.1	63.2	67.9	1512	1	1	1.57	9
32.2	1.33	10.6	25.7	6.38	3.22	5.33	392	1	1.01	2.59	9
4	1	64.4	362	209	79.1	111	1715	1.08	21.9	1.88	9
36.8	1.17	82	253	155	7.3	13.7	331	1	15.5	2	9
36.5	1	29.7	30	19.5	12.5	12.2	246	1.86	103	2.84	9
173	1	5.83	11.3	11	22.3	27.6	322	1	17.3	1.27	9
35.9	1.01	14.3	85.1	25.7	6.32	9.82	262	16.5	4.7	1	9
84.3	1.36	12.3	200	42.9	3.85	11.1	264	1	1.36	2.84	9
38.9	3.89	18.6	77.7	22.1	5.99	30	644	1	10.2	1.14	9
30.5	1	31.3	99.1	14.5	2.69	6.92	313	1.51	2.04	1.41	9
31.3	1.01	54.2	189	94.7	22.1	31.3	221	1	11.2	1.84	9
35.9	1.27	19.5	105	19.1	13.2	16.3	418	3.82	167	2.41	9
38.2	1	23.9	21.3	10.3	13.1	17	449	1	74.3	1.3	9
48.3	1.01	13.1	289	58.8	150	259	3078	9.06	106	19.5	9
17.8	1.98	41	51.9	42.2	12.3	16	246	2.13	17	1	9
34.6	1.01	8.51	244	22.7	196	215	2167	1.81	2.41	1.29	9
35.5	1	35.5	115	54.7	13.5	22.5	368	1	1.21	2.25	9
33.4	1.01	35.2	34.6	28.6	7.57	12.4	241	1.49	42.9	3.72	9
9.91	1.07	8.06	10.8	16.7	7.7	10.6	372	1	15.4	1.31	9
45.7	1.01	23.7	83.5	46.6	33.4	42.2	1018	1	13.1	1.33	9
44.9	1.01	27.1	35.5	17.2	5.67	7.23	259	1.91	1	1.39	9
39.6	2.59	51.9	85.1	122	22.3	67.9	1322	1	2.04	1.39	9
88.2	1.01	14.1	259	25.3	8.58	13	248	1.02	2.5	1.93	9
3.55	1.06	25.3	17.8	13.7	3.08	18.8	157	1	217	1.15	9
30.5	1	11.9	173	34.6	58.3	97.3	1731	1	110	2.48	9
92.2	1.13	59.9	66.1	47.8	2.05	7.3	85.1	1	1	1.25	9
160	1.21	18.8	24.4	3.79	15.7	18.1	352	1	1	1.07	9
1.5	1.35	18.3	21.9	19.8	10.9	17.3	362	1	20.4	1.01	9
26.4	1	24.1	13.9	12.1	10.7	31.3	956	1	48.7	1	9
2.76	1.35	15	107	30.8	8.9	15.1	331	1	1	1	9
22.1	1.42	19.8	109	20.5	9.22	13.6	286	1	1.01	1.2	9
41.8	1.01	26.9	62.1	13.6	3.72	6.61	313	1	8.9	1.04	9
32.2	1.01	47.4	115	57.3	9.39	12.6	422	4.07	3.52	1.55	9
34	1	7.37	16.1	12.7	11.9	17.5	267	3.96	9.82	1.11	9
25.5	1.42	82	77	39.2	20.7	16.1	269	7.64	85.8	2.07	9
36.5	1.06	26.7	19.8	13.5	22.1	20.9	334	33.4	1433	3.89	9
10.6	2.44	27.1	58.8	19.5	24.1	23.5	322	9.82	19.3	4.57	9
67.9	1.01	8.51	149	47	41.8	40.7	334	1.24	36.2	3.59	9
39.6	1.01	23.7	20.4	5.52	86.6	108	1811	1	1.18	1	9
37.9	2.27	32.5	319	59.9	59.4	72.3	1018	1	1.91	1.01	9
24.4	1.1	24.8	22.7	15.5	15.5	15.4	325	1	1	2.35	9
35.2	1.12	17.3	241	46.6	9.73	19.6	331	1	1.64	1	9
31.1	1.61	23.9	26.4	9.14	6.44	15.7	453	1.12	71	1.06	9
39.2	1	28.4	22.3	3.43	10	14.5	255	2.37	34.6	1.1	9
2.74	1.01	22.9	21.3	11.1	1.73	15.1	322	1	2.48	1.79	9
33.7	1.37	9.56	204	31.3	7.77	14.9	403	1	12.6	2.48	9
47.4	1.01	23.7	24.1	11.8	16.1	18.9	343	1	18.6	16.4	9
34.6	1.33	79.1	178	50.5	4.61	16.8	644	1	349	1	9
38.9	1.5	20.4	25.7	17.8	15	16.8	375	12.7	237	12.6	9
64.4	1	25.7	123	31.9	10.6	19.1	316	1	1	1	9
32.5	6.32	38.2	21.7	3.72	41	48.7	649	1	6.73	1.27	9
34	1	23.7	32.5	21.3	3.65	25.9	300	1	5.57	1.42	9
22.3	1.04	5.94	9.14	7.57	24.6	25.7	414	1.08	1	1.89	9
129	1.01	37.5	34	35.9	21.1	28.9	274	2.02	8.35	1.35	9
21.3	3.08	17.9	151	31.9	16.4	19.3	362	2.29	25.5	6.92	9
42.6	1	18.8	181	30.8	22.7	28.6	311	1	1.49	1	9
71	2.37	20.4	28.1	8.06	106	103	313	1	1.01	1.61	9
8.06	1.84	61	547	157	5.33	16.3	289	1	5.19	1	9
17.9	1.45	28.4	17.3	12.2	22.9	30.5	422	1	2.71	1.01	9
101	1.01	22.9	20	11.7	107	125	2458	1	1	1	9
35.2	1	17.8	26.4	7.77	7.91	18.8	389	1.76	43.3	4.14	9
18.1	1.13	10.9	244	27.4	30.5	33.1	286	1	1	1.5	9
35.2	1.47	84.3	196	43.7	15.3	23.9	340	1	121	1.76	9
37.5	1.38	16.5	28.1	11.4	4.07	18.3	403	1	50.9	2.17	9
106	1	24.1	26.2	24.1	6.73	16.1	355	1	80.6	1	9
29.7	1.89	27.1	30.5	20.5	4.49	20.2	407	1	1.01	1	9
24.6	1.78	72.3	449	141	15	13.9	289	1	2.04	1.93	9
33.1	1	25	27.6	21.5	13.3	16.7	269	1	1.83	2.76	9
48.7	1	48.3	97.3	24.4	8.66	12.6	289	1	5.88	1.64	9
36.8	1.01	15.4	15.5	4.29	30.8	39.2	757	1	195	3.05	9
250	1.01	20	44.5	17.9	27.6	39.6	626	1.84	1	1.32	9
95.6	1	10.5	22.5	23.5	4.7	11.4	445	1.86	31.3	2.37	9
55.2	1.01	11.4	215	47	16.8	18.8	375	1	1	2.09	9
11.2	3.05	26.7	26.4	13	8.66	11.7	453	1	4.18	1	9
7.17	1.01	2.76	15.5	4.57	7.23	16.8	355	1	1.01	1.46	9
38.5	1	35.5	60.4	44.1	7.84	7.3	286	1	4.53	2.13	9
24.6	1.3	41.8	215	91.4	34.9	34.6	284	1	12.2	1.72	9
53.8	1	23.7	101	22.1	3.02	15.3	352	1	2.09	1	9
83.5	1.01	30.8	23.1	15	71.7	73	947	1	17.2	1.76	9
118	2.46	36.5	66.1	8.66	7.5	50.9	704	1	1208	1.76	9
43.3	1.09	17	17.6	1	4.07	46.6	135	1	1	2.44	9
34.9	1.02	21.7	12.3	7.5	29.7	35.2	294	1	1.36	1.32	9
37.9	1	9.56	229	29.2	131	123	843	1	286	2.53	9
33.1	1.01	28.6	343	84.3	6.26	7.64	300	1	129	1.45	9
25.5	1.01	40.3	392	115	18.9	25.3	359	1	14.7	1	9
31.6	1.02	9.73	13.3	11.4	58.8	64.4	890	1	25.3	1.08	9
32.8	1.7	17.9	130	37.5	23.1	21.9	308	1	1	3.43	9
26.7	2.23	9.82	118	21.1	4.57	10.7	667	3.13	322	7.1	9
44.9	1	9.14	147	28.6	28.1	32.2	316	7.17	392	10.3	9
79.9	20.5	36.5	18.9	13.9	16.7	19.3	343	1	1999	2	9
35.2	1.03	22.7	26.9	10.4	7.7	13.7	281	11.9	1.41	1	9
9.73	1.01	15.5	26.9	9.82	9.14	14.3	292	1	1	1	9
36.5	2.25	17	27.6	8.9	91.4	120	1358	1	6.26	2.92	9
14.5	1.95	22.1	106	22.7	69.2	74.3	1407	1	6.1	2.05	9
181	1.01	25.9	22.7	23.7	20.5	38.2	621	1	1	2.31	9
21.1	1.37	16.4	161	16.4	4.66	10.4	379	1	107	1.58	9
217	1.27	25.3	18.9	15.7	77	95.6	1286	1	2.09	1	9
44.5	1.1	18.4	21.5	1.17	31.6	28.6	858	1	108	2.31	9
29.7	1.26	17.9	137	42.6	23.3	41.8	626	1	1	1	9
111	1.26	33.7	29.4	14.6	3.34	12	213	1	7.5	4.7	9
45.7	1	29.2	150	36.8	65.5	93.1	1999	1	4.37	1.95	9
15.4	1.95	20.5	235	25	17	27.1	403	1	10.6	1.5	9
39.2	1	22.9	15.4	6.61	23.5	21.7	325	1.91	1.01	1	9
36.5	3.52	25	69.8	8.35	13.2	25	328	1.12	289	1.41	9
36.2	1.01	17.6	21.3	20	10.2	14.5	286	2.09	165	1	9
62.6	3.08	9.82	155	40.3	23.3	30.2	457	1.7	8.9	1.76	9
132	7.43	16.8	173	48.7	6.73	9.73	337	1	4.41	2.48	9
12.6	6.04	17.3	35.9	29.4	82	105	1685	1	2.59	2.39	9
223	1.01	16.1	213	33.7	17.9	23.5	331	15.7	26.4	3.96	9
38.9	1.21	27.6	44.1	13.3	14.9	28.1	372	2.46	105	3.72	9
45.7	2.09	13.9	89	24.8	77	79.9	1084	1.22	1	1	9
23.7	1	26.7	29.7	6.98	1715	1715	1197	2.09	30.8	2.64	9
41.4	1	24.6	14.7	16	6.04	12.3	246	2.48	1.25	1.79	9
47	1.19	26.7	35.9	43.3	34.6	41	704	1.09	279	1	9
22.9	1.22	30	13.3	15.5	18.3	25.7	379	1	1.01	1.47	9
36.8	1	24.8	26.9	14.1	22.5	22.7	289	1.38	478	12.3	9
44.1	1	8.28	10.7	12.1	12.3	21.7	355	1	1.76	1.25	9
42.2	1	18.8	24.1	19.1	7.91	10.6	368	1	1	1.6	9
24.1	2.62	34.9	141	36.5	45.7	51.4	799	1	12.5	1.83	9
101	1.73	27.6	40.7	10.8	7.99	11.8	325	1	18.4	1.42	9
29.4	1.01	16.1	164	15.3	59.4	75.7	1124	9.65	1	1.2	9
12.7	1.46	26.7	34.3	19.6	13.9	11.4	284	3.43	9.06	2.35	9
32.2	1.01	26.4	21.1	20.4	21.5	21.9	359	1	28.9	1	9
125	7.17	33.1	57.3	24.8	105	106	1334	1	1	1.84	9
68.5	25	21.9	153	28.6	97.3	136	2148	1	1.45	1.64	9
26.9	1	20.7	91.4	37.2	4.18	19.3	562	1	164	1.89	9
29.4	1.83	27.1	19.5	38.9	20.7	18.3	219	1	30.2	1.83	9
28.1	1.63	45.3	37.2	32.8	18.6	20.5	343	1	1.3	1.39	9
35.9	1.19	28.1	34	18.9	10.6	13.2	237	1	1.01	1.27	9
26.9	2	16	59.9	16.7	67.3	76.4	1843	3.92	16.7	25.5	9
37.9	1.15	21.3	10.7	16.5	18.8	27.6	286	4.49	1	2.79	9
36.2	1	23.5	26.2	6.38	63.8	95.6	1568	1	75.7	1	9
36.5	1.98	20.7	146	35.5	21.3	24.8	308	9.56	7.99	4.37	9
20	1.01	19.1	18.4	2.59	15.7	20.7	349	1	1	1.25	9
21.9	1	19.3	139	24.1	14.3	23.9	835	1.06	28.1	1.83	9
67.9	1	17.8	130	25	7.37	15.3	311	1.31	10	1	9
28.9	1.32	28.1	297	38.9	4.07	10	426	1	1	1.01	9
16.3	36.8	30.2	35.2	9.82	20.7	37.5	1134	1	1	1.81	9
61.5	1.01	20.5	17.5	8.28	47.4	51.9	1144	17.5	2267	15.5	9
19.5	2.92	28.9	151	42.2	3.52	23.1	426	1	12	1.45	9
215	8.9	19.5	96.5	21.7	49.6	56.2	1134	1.15	2.17	1.55	9
28.9	2.94	25.3	22.9	17.9	95.6	105	1981	4.1	1	3.92	9
50.5	1	27.6	31.6	23.9	83.5	99.1	1382	43.3	379	14.5	9
46.6	1.57	4.37	1.49	382	20.5	38.5	483	1	1	1.01	9
8.06	1	15.1	164	32.5	6.49	11.9	204	1	1.01	1.3	9
24.6	1.11	6.73	14.5	29.7	7.3	18.1	313	1	1.03	1.3	9
27.9	1.61	4.66	7.84	17.3	2.57	9.31	737	2.94	340	5.67	9
40	1.01	16.3	136	11.4	18.1	21.9	334	10.1	1611	17	9
189	15.4	14.2	331	50.9	4.87	17.2	346	12	135	12.2	9
26.7	1	11.5	179	46.1	2.46	7.64	257	1	122	1	9
1	1.45	10.1	14.6	13.2	13.6	10.4	279	1	11.7	1.31	9
56.2	1	28.1	97.3	38.9	19.6	18.4	257	1	1	2.53	9
64.4	3.13	44.9	147	35.2	4.83	1.08	101	1	1	1.47	9
75	1.01	25.7	48.3	15.8	15.3	22.3	355	1	1.01	1.2	9
129	1.68	41	39.6	13.3	6.15	18.8	461	8.58	219	6.79	9
5.28	1.01	4.37	10.3	13.9	4.18	23.1	621	1	1	1.95	9
25.7	2.09	48.3	85.1	34.3	11.3	13.8	255	1	1.67	1	9
49.6	1.01	30.2	47.4	19.8	18.3	16.5	331	1	1.01	1.13	9
42.6	2.25	67.9	505	149	18.4	28.9	334	1	9.39	1.26	9
20.5	2.59	16.5	89.8	23.1	37.2	39.2	328	1	1	1.95	9
